STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,24.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,25.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,24.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,21.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,16.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,17.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,15.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,13.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,12.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,11.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,11.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,10.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,10.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,9.3999996,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,7.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,6.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,6.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,6.6999998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,5.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,6.6999998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,6.9000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,7.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,8.1000004,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,TUR,Türkiye,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,8.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,19.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,17.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,19.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,20.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,19.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,16.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,16.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,15.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,15.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,15.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,14.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,14.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2020,,17.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LTU,Lithuania,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2021,,26.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,78,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,91,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,91,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,90.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,87.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,89.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,88.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,87.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,88.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,89.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,88.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,88.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,88.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,88.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,88.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,88.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,88.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,87.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SWE,Sweden,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,50.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1961,,50.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1962,,50.299999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1963,,50,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1964,,49.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,49.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1966,,49,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1967,,48.599998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1968,,48.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1969,,49.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,49.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1971,,49.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1972,,49.299999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1973,,48.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1974,,48.799999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,48.799999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1976,,48.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1977,,48.299999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1978,,48.599998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1979,,49,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,49.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,48.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1982,,48.599998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1983,,47.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1984,,46.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,45.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1986,,45.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1987,,44.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1988,,44.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1989,,43.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,43.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,43.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,43.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,42.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,41,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,40.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,39.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,38.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,38.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,37.799999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,37.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,37.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,37.299999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,36.900002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,36.400002,,E,Estimated value,0,Units,1,One
